iter	RMSE
828	7.795153552
829	7.792333154
830	7.790375827
831	7.787993727
832	7.784778493
833	7.783230838
834	7.779079193
835	7.778025811
836	7.775645402
837	7.773869003
838	7.77172807
839	7.770600059
840	7.768096586
841	7.766118716
842	7.764235373
843	7.761809745
844	7.758005698
845	7.755184235
846	7.751901831
847	7.749785543
848	7.746146583
849	7.743857862
850	7.738082827
851	7.734368419
852	7.73106198
853	7.726210379
854	7.723927284
855	7.721356175
856	7.719526596
857	7.717880865
858	7.715034702
859	7.711006566
860	7.707615938
861	7.705525007
862	7.702506445
863	7.697076028
864	7.69336281
865	7.691511617
866	7.689419904
867	7.683298048
868	7.680865663
869	7.677308343
870	7.67404453
871	7.670799557
872	7.666492766
873	7.662115505
874	7.660268
875	7.65705657
876	7.655336758
877	7.651533863
878	7.64695962
879	7.646407388
880	7.643490582
881	7.641076612
882	7.638492589
883	7.636420433
884	7.632690431
885	7.6316083
886	7.626169214
887	7.620174346
888	7.616598053
889	7.61138878
890	7.609065135
891	7.603511326
892	7.601382414
893	7.599472273
894	7.594685678
895	7.591394922
896	7.58826085
897	7.586709912
898	7.584205674
899	7.582416434
900	7.579670586
901	7.578332119
902	7.572486043
903	7.568061905
904	7.564021839
905	7.560231359
906	7.55534479
907	7.553536953
908	7.548747717
909	7.543271286
910	7.538202339
911	7.535248134
912	7.532529641
913	7.532000733
914	7.530014619
915	7.526878995
916	7.525110512
917	7.524117778
918	7.521142098
919	7.518412598
920	7.514453904
921	7.512516214
922	7.509130393
923	7.506238539
924	7.501368983
925	7.498620927
926	7.494225904
927	7.489852314
928	7.485736553
929	7.483171232
930	7.478850679
931	7.4773196
932	7.474687746
933	7.47222168
934	7.468814446
935	7.467407198
936	7.464565212
937	7.46223317
938	7.460982418
939	7.459398253
940	7.454119099
941	7.451173047
942	7.447969002
943	7.446257662
944	7.444540543
945	7.441369328
946	7.439677092
947	7.435065979
948	7.431377025
949	7.427807034
950	7.426003261
951	7.421087193
952	7.41902434
953	7.417723662
954	7.416711681
955	7.413526679
956	7.408546691
957	7.407186142
958	7.404421687
959	7.400601358
960	7.397695752
961	7.392575854
962	7.388763909
963	7.383509297
964	7.381620158
965	7.378924081
966	7.377110455
967	7.373007054
968	7.369261072
969	7.367260281
970	7.364064345
971	7.360648661
972	7.359564419
973	7.356340672
974	7.354116138
975	7.350046893
976	7.34670366
977	7.345201266
978	7.344661868
979	7.34178834
980	7.338043612
981	7.335819869
982	7.332329155
983	7.329631019
984	7.326576319
985	7.321746777
986	7.320285415
987	7.318382265
988	7.313559829
989	7.311974947
990	7.309981642
991	7.308816313
992	7.307856121
993	7.306283727
994	7.303892956
995	7.299494257
996	7.296864324
997	7.292359138
998	7.290521014
999	7.287036724
